id,event_timestamp,user_id,amount,interface,currency,tx_status
6400,2020-06-08 19:22:18.909+00,f0f6ba4b5e0000340312d33c212c3ae8,132.000000000000000000,web,mxn,complete
6401,2020-06-08 19:37:35.942+00,f0f6ba4b5e0000340312d33c212c3ae8,140.000000000000000000,web,mxn,complete
6597,2020-06-10 16:20:49.557+00,07a9d3fed4c5ea6b17e80258dee231fa,123.000000000000000000,web,mxn,failed
6612,2020-06-10 16:34:23.565+00,07a9d3fed4c5ea6b17e80258dee231fa,123.000000000000000000,web,mxn,failed
6634,2020-06-10 17:02:09.267+00,07a9d3fed4c5ea6b17e80258dee231fa,123.000000000000000000,web,mxn,failed
6744,2020-06-10 23:10:20.89+00,07a9d3fed4c5ea6b17e80258dee231fa,450.000000000000000000,web,mxn,complete
6752,2020-06-10 23:11:47.162+00,07a9d3fed4c5ea6b17e80258dee231fa,450.000000000000000000,web,mxn,failed
6884,2020-06-11 22:39:53.817+00,50abc3e730e36b387ca8e02c26dc0a22,111.000000000000000000,web,mxn,failed
7141,2020-06-15 20:30:56.683+00,07a9d3fed4c5ea6b17e80258dee231fa,134.000000000000000000,web,mxn,failed
7216,2020-06-16 12:40:00.437+00,07a9d3fed4c5ea6b17e80258dee231fa,4000.000000000000000000,web,mxn,complete
7217,2020-06-16 13:06:54.711+00,07a9d3fed4c5ea6b17e80258dee231fa,500.000000000000000000,web,mxn,complete
7218,2020-06-16 13:08:45.319+00,07a9d3fed4c5ea6b17e80258dee231fa,1343.000000000000000000,web,mxn,failed
7219,2020-06-16 13:38:48.6+00,07a9d3fed4c5ea6b17e80258dee231fa,134.000000000000000000,web,mxn,complete
7276,2020-06-16 21:33:20.338+00,10a5ab2db37feedfdeaab192ead4ac0e,50.000000000000000000,web,xrp,complete
7332,2020-06-17 04:25:35.626+00,50abc3e730e36b387ca8e02c26dc0a22,55.000000000000000000,web,mxn,complete
7412,2020-06-17 20:12:07.982+00,07a9d3fed4c5ea6b17e80258dee231fa,400.000000000000000000,web,mxn,complete
7413,2020-06-17 20:12:36.498+00,07a9d3fed4c5ea6b17e80258dee231fa,5000.000000000000000000,web,mxn,failed
7516,2020-06-19 02:20:44.467+00,50abc3e730e36b387ca8e02c26dc0a22,111.000000000000000000,web,mxn,failed
7576,2020-06-19 23:03:46.46+00,56c82ccd658e09e829f16bb99457bcbc,3.660000000000000000,web,mxn,failed
7577,2020-06-19 23:06:30.526+00,56c82ccd658e09e829f16bb99457bcbc,1000.000000000000000000,web,mxn,failed
7740,2020-06-24 19:04:28.498+00,56c82ccd658e09e829f16bb99457bcbc,3.660000000000000000,web,mxn,failed
7913,2020-06-29 18:01:19.72+00,50abc3e730e36b387ca8e02c26dc0a22,111.000000000000000000,web,mxn,complete
7914,2020-06-29 18:06:35.866+00,50abc3e730e36b387ca8e02c26dc0a22,22.000000000000000000,web,mxn,failed
7917,2020-06-29 19:55:12.539+00,50abc3e730e36b387ca8e02c26dc0a22,10.000000000000000000,web,mxn,complete
7918,2020-06-29 19:55:48.191+00,50abc3e730e36b387ca8e02c26dc0a22,11.000000000000000000,web,mxn,complete
7920,2020-06-29 20:08:38.357+00,50abc3e730e36b387ca8e02c26dc0a22,100.000000000000000000,web,mxn,complete
7921,2020-06-29 20:08:57.422+00,50abc3e730e36b387ca8e02c26dc0a22,2.000000000000000000,web,mxn,complete
7922,2020-06-29 20:38:40.518+00,50abc3e730e36b387ca8e02c26dc0a22,2.000000000000000000,web,mxn,complete
7930,2020-06-29 22:41:12.055+00,50abc3e730e36b387ca8e02c26dc0a22,11.000000000000000000,web,mxn,complete
7931,2020-06-29 22:41:38.695+00,50abc3e730e36b387ca8e02c26dc0a22,2.000000000000000000,web,mxn,complete
7932,2020-06-29 22:42:01.66+00,50abc3e730e36b387ca8e02c26dc0a22,12.000000000000000000,web,mxn,complete
7974,2020-06-30 18:14:38.354+00,86ecfcbc1e9f1ae5ee2d71910877da36,0.005166290000000000,web,btc,failed
9646,2020-07-22 01:31:22.404+00,6abba5d8ab1f4f32243e174beb754661,200.000000000000000000,web,mxn,failed
9665,2020-07-22 02:12:06.566+00,6abba5d8ab1f4f32243e174beb754661,200.000000000000000000,web,mxn,complete
9666,2020-07-22 02:29:47.716+00,6abba5d8ab1f4f32243e174beb754661,200.000000000000000000,web,mxn,complete
9667,2020-07-22 02:34:04.741+00,6abba5d8ab1f4f32243e174beb754661,200.000000000000000000,web,mxn,complete
9668,2020-07-22 02:36:43.866+00,6abba5d8ab1f4f32243e174beb754661,200.000000000000000000,web,mxn,complete
9669,2020-07-22 02:53:38.929+00,6abba5d8ab1f4f32243e174beb754661,400.000000000000000000,web,mxn,complete
9670,2020-07-22 02:55:35.239+00,6abba5d8ab1f4f32243e174beb754661,200.000000000000000000,web,mxn,complete
9671,2020-07-22 02:56:52.184+00,6abba5d8ab1f4f32243e174beb754661,550.000000000000000000,web,mxn,complete
9686,2020-07-22 19:10:12.57+00,6abba5d8ab1f4f32243e174beb754661,880.000000000000000000,web,mxn,complete
9694,2020-07-22 19:26:30.822+00,6abba5d8ab1f4f32243e174beb754661,800.000000000000000000,web,mxn,complete
9695,2020-07-22 19:30:54.259+00,6abba5d8ab1f4f32243e174beb754661,123.000000000000000000,web,mxn,complete
9696,2020-07-22 19:34:25.903+00,6abba5d8ab1f4f32243e174beb754661,654.000000000000000000,web,mxn,complete
9697,2020-07-22 19:37:03.459+00,6abba5d8ab1f4f32243e174beb754661,999.000000000000000000,web,mxn,complete
9698,2020-07-22 19:38:13.379+00,6abba5d8ab1f4f32243e174beb754661,25.000000000000000000,web,mxn,complete
9813,2020-07-22 23:05:30.916+00,6abba5d8ab1f4f32243e174beb754661,55.000000000000000000,web,mxn,complete
1512,2020-01-07 17:53:27.482+00,26751be1181460baf78db8d5eb7aad39,100.000000000000000000,app,mxn,complete
1513,2020-01-07 17:54:19.734+00,26751be1181460baf78db8d5eb7aad39,100.000000000000000000,app,mxn,complete
1514,2020-01-07 18:48:35.107+00,26751be1181460baf78db8d5eb7aad39,100.000000000000000000,app,mxn,failed
1525,2020-01-14 23:41:34.894+00,26751be1181460baf78db8d5eb7aad39,1.000000000000000000,app,mxn,failed
1526,2020-01-14 23:43:23.642+00,26751be1181460baf78db8d5eb7aad39,1.000000000000000000,app,mxn,failed
1527,2020-01-14 23:44:34.138+00,26751be1181460baf78db8d5eb7aad39,1.000000000000000000,app,mxn,failed
1528,2020-01-14 23:45:55.688+00,26751be1181460baf78db8d5eb7aad39,1.000000000000000000,app,mxn,failed
1631,2020-01-31 19:12:48.774+00,3948ead63a9f2944218de038d8934305,1.000000000000000000,app,mxn,failed
1632,2020-01-31 19:13:33.373+00,3948ead63a9f2944218de038d8934305,1.000000000000000000,app,mxn,complete
1638,2020-02-05 21:36:38.654+00,5487315b1286f907165907aa8fc96619,1.000000000000000000,app,mxn,complete
1639,2020-02-05 21:38:46.4+00,5487315b1286f907165907aa8fc96619,0.000100000000000000,app,btc,complete
1640,2020-02-05 21:39:51.078+00,5487315b1286f907165907aa8fc96619,0.010000000000000000,app,btc,complete
1644,2020-02-07 17:14:35.773+00,878d5691c824ee2aaf770f7d36c151d6,50.000000000000000000,web,mxn,complete
1769,2020-03-03 21:46:55.891+00,7993e11204b215b27694b6f139e34ce8,1.000000000000000000,app,mxn,failed
1793,2020-03-06 06:23:35.425+00,ea159dc9788ffac311592613b7f71fbb,6000.000000000000000000,app,mxn,complete
1800,2020-03-06 22:31:11.03+00,ea159dc9788ffac311592613b7f71fbb,0.027666590000000000,app,btc,failed
1970,2020-03-16 00:17:41.275+00,5487315b1286f907165907aa8fc96619,10.000000000000000000,web,mxn,failed
2028,2020-03-23 20:17:59.237+00,2b3bf3eee2475e03885a110e9acaab61,10.000000000000000000,web,dai,complete
2030,2020-03-23 21:40:14.46+00,2b3bf3eee2475e03885a110e9acaab61,5.000000000000000000,web,dai,complete
2031,2020-03-23 22:06:05.202+00,2b3bf3eee2475e03885a110e9acaab61,5.000000000000000000,web,dai,complete
2032,2020-03-23 22:09:53.487+00,2b3bf3eee2475e03885a110e9acaab61,10.000241500000000000,web,eth,failed
2033,2020-03-23 22:26:31.061+00,2b3bf3eee2475e03885a110e9acaab61,8.000241500000000000,web,eth,failed
2035,2020-03-23 23:05:18.66+00,2b3bf3eee2475e03885a110e9acaab61,0.010241500000000000,web,eth,complete
2036,2020-03-23 23:07:01.719+00,2b3bf3eee2475e03885a110e9acaab61,1.000000000000000000,web,dai,complete
2075,2020-03-30 16:41:23.922+00,2b3bf3eee2475e03885a110e9acaab61,100.000000000000000000,web,dai,complete
2113,2020-03-31 16:17:09.81+00,2b3bf3eee2475e03885a110e9acaab61,10.250000000000000000,web,dai,complete
2114,2020-03-31 16:17:57.817+00,2b3bf3eee2475e03885a110e9acaab61,10.250000000000000000,web,dai,complete
2115,2020-03-31 17:22:36.322+00,5487315b1286f907165907aa8fc96619,12.000000000000000000,web,mxn,failed
2116,2020-03-31 17:24:27.856+00,5487315b1286f907165907aa8fc96619,15.000000000000000000,web,mxn,failed
2176,2020-04-01 23:06:09.877+00,e0688d13958a19e087e123148555e4b4,100.000000000000000000,web,mxn,failed
2177,2020-04-02 02:54:53.025+00,e0688d13958a19e087e123148555e4b4,100.000000000000000000,web,mxn,complete
2179,2020-04-02 14:19:43.433+00,e0688d13958a19e087e123148555e4b4,30.000000000000000000,web,mxn,complete
2181,2020-04-02 16:44:55.349+00,e0688d13958a19e087e123148555e4b4,20.000000000000000000,web,mxn,complete
2183,2020-04-02 17:03:50.148+00,e0688d13958a19e087e123148555e4b4,12.000000000000000000,web,mxn,complete
2184,2020-04-02 17:04:28.185+00,e0688d13958a19e087e123148555e4b4,12.000000000000000000,web,mxn,complete
2185,2020-04-02 17:08:12.038+00,e0688d13958a19e087e123148555e4b4,33.000000000000000000,web,mxn,complete
2186,2020-04-02 17:11:14.196+00,e0688d13958a19e087e123148555e4b4,55.000000000000000000,web,mxn,complete
2187,2020-04-02 17:13:30.12+00,e0688d13958a19e087e123148555e4b4,20.000000000000000000,web,mxn,complete
2188,2020-04-02 17:19:56.143+00,e0688d13958a19e087e123148555e4b4,150.000000000000000000,web,mxn,complete
2190,2020-04-02 17:25:06.357+00,e0688d13958a19e087e123148555e4b4,33.000000000000000000,web,mxn,complete
2192,2020-04-02 17:43:03.773+00,e0688d13958a19e087e123148555e4b4,120.000000000000000000,web,mxn,complete
2226,2020-04-06 16:42:59.389+00,26751be1181460baf78db8d5eb7aad39,1.000000000000000000,app,ltc,failed
2228,2020-04-06 16:43:46.786+00,26751be1181460baf78db8d5eb7aad39,1.000000000000000000,app,ltc,failed
2230,2020-04-07 04:36:07.742+00,ea159dc9788ffac311592613b7f71fbb,0.100000000000000000,app,btc,complete
2241,2020-04-07 21:08:01.47+00,e0688d13958a19e087e123148555e4b4,10.000000000000000000,web,mxn,complete
2253,2020-04-07 21:13:30.559+00,e0688d13958a19e087e123148555e4b4,10.000000000000000000,web,mxn,complete
2254,2020-04-07 21:14:23.06+00,e0688d13958a19e087e123148555e4b4,10.000000000000000000,web,mxn,complete
2320,2020-04-08 17:45:46.881+00,e0688d13958a19e087e123148555e4b4,12.000000000000000000,web,mxn,complete
2321,2020-04-08 17:46:31.416+00,e0688d13958a19e087e123148555e4b4,13.000000000000000000,web,mxn,complete
2322,2020-04-08 17:49:01.098+00,e0688d13958a19e087e123148555e4b4,14.000000000000000000,web,mxn,complete
2367,2020-04-16 15:43:24.664+00,26751be1181460baf78db8d5eb7aad39,100.000000000000000000,app,mxn,complete
2368,2020-04-16 15:55:32.515+00,26751be1181460baf78db8d5eb7aad39,100.000000000000000000,app,mxn,complete
2369,2020-04-16 16:09:52.713+00,26751be1181460baf78db8d5eb7aad39,100.000000000000000000,app,mxn,complete
2372,2020-04-16 17:07:12.214+00,26751be1181460baf78db8d5eb7aad39,100.000000000000000000,app,mxn,complete
2374,2020-04-16 17:35:08.849+00,26751be1181460baf78db8d5eb7aad39,100.000000000000000000,app,mxn,complete
2375,2020-04-16 17:41:20.638+00,26751be1181460baf78db8d5eb7aad39,100.000000000000000000,app,mxn,complete
2376,2020-04-16 17:42:44.325+00,26751be1181460baf78db8d5eb7aad39,100.000000000000000000,app,mxn,complete
2377,2020-04-16 18:12:03.152+00,26751be1181460baf78db8d5eb7aad39,100.000000000000000000,app,mxn,complete
2378,2020-04-16 18:23:14.477+00,26751be1181460baf78db8d5eb7aad39,100.000000000000000000,app,mxn,complete
2379,2020-04-16 18:50:06.691+00,26751be1181460baf78db8d5eb7aad39,100.000000000000000000,app,mxn,complete
2380,2020-04-17 10:24:26.985+00,26751be1181460baf78db8d5eb7aad39,100.000000000000000000,app,mxn,complete
2381,2020-04-17 10:58:44.93+00,26751be1181460baf78db8d5eb7aad39,100.000000000000000000,app,mxn,complete
2382,2020-04-17 11:16:12.648+00,26751be1181460baf78db8d5eb7aad39,50.000000000000000000,app,mxn,complete
2383,2020-04-17 12:22:33.535+00,26751be1181460baf78db8d5eb7aad39,50.000000000000000000,app,mxn,complete
2384,2020-04-17 12:24:49.784+00,26751be1181460baf78db8d5eb7aad39,50.000000000000000000,app,mxn,complete
2385,2020-04-17 12:56:33.266+00,26751be1181460baf78db8d5eb7aad39,50.000000000000000000,app,mxn,complete
2386,2020-04-17 14:53:51.389+00,26751be1181460baf78db8d5eb7aad39,10.000000000000000000,app,mxn,complete
2387,2020-04-17 14:55:10.463+00,26751be1181460baf78db8d5eb7aad39,199.000000000000000000,app,mxn,failed
2388,2020-04-17 23:45:32.181+00,5487315b1286f907165907aa8fc96619,1.000000000000000000,web,mxn,failed
2390,2020-04-20 20:05:39.836+00,26751be1181460baf78db8d5eb7aad39,100.000000000000000000,app,mxn,complete
9814,2020-07-22 23:06:53.369+00,6abba5d8ab1f4f32243e174beb754661,56.000000000000000000,web,mxn,complete
9815,2020-07-22 23:07:52.677+00,6abba5d8ab1f4f32243e174beb754661,33.000000000000000000,web,mxn,complete
9816,2020-07-22 23:10:03.345+00,6abba5d8ab1f4f32243e174beb754661,55.000000000000000000,web,mxn,complete
9817,2020-07-22 23:11:51.985+00,6abba5d8ab1f4f32243e174beb754661,14.000000000000000000,web,mxn,complete
9818,2020-07-22 23:12:55.869+00,6abba5d8ab1f4f32243e174beb754661,16.000000000000000000,web,mxn,complete
9847,2020-07-23 15:06:43.483+00,9c82c7143c102b71c593d98d96093fde,1.000000000000000000,app,bat,complete
9990,2020-07-24 22:12:11.66+00,9c82c7143c102b71c593d98d96093fde,100.000000000000000000,app,mxn,failed
10727,2020-08-05 01:16:18.662+00,9c82c7143c102b71c593d98d96093fde,0.001932910000000000,app,btc,complete
10728,2020-08-05 01:18:26+00,9c82c7143c102b71c593d98d96093fde,100.239238000000000000,app,xrp,complete
10729,2020-08-05 01:35:54.152+00,9c82c7143c102b71c593d98d96093fde,2.000000000000000000,app,xrp,complete
10730,2020-08-05 01:36:16.794+00,9c82c7143c102b71c593d98d96093fde,20.000000000000000000,app,xrp,complete
10731,2020-08-05 01:49:04.329+00,9c82c7143c102b71c593d98d96093fde,20.210000000000000000,app,tusd,complete
10761,2020-08-05 17:25:18.194+00,9c82c7143c102b71c593d98d96093fde,20.000000000000000000,app,xrp,complete
10762,2020-08-05 17:26:51.748+00,9c82c7143c102b71c593d98d96093fde,0.001029990000000000,app,btc,complete
10763,2020-08-05 17:28:06.412+00,9c82c7143c102b71c593d98d96093fde,20.210000000000000000,app,tusd,complete
11342,2020-08-13 13:08:18.886+00,8fecb20817b3847419bb3de39a609afe,12.000000000000000000,web,mxn,complete
11343,2020-08-13 13:09:55.73+00,8fecb20817b3847419bb3de39a609afe,11.000000000000000000,web,mxn,complete
11484,2020-08-14 19:06:10.934+00,07a9d3fed4c5ea6b17e80258dee231fa,100.000000000000000000,web,mxn,failed
11485,2020-08-14 19:06:33.857+00,07a9d3fed4c5ea6b17e80258dee231fa,200.000000000000000000,web,mxn,failed
11486,2020-08-14 19:06:55.989+00,07a9d3fed4c5ea6b17e80258dee231fa,400.000000000000000000,web,mxn,failed
11981,2020-08-20 14:38:16.724+00,56c82ccd658e09e829f16bb99457bcbc,1000.000000000000000000,web,mxn,complete
11989,2020-08-20 14:49:14.867+00,56c82ccd658e09e829f16bb99457bcbc,3500.000000000000000000,web,mxn,complete
11990,2020-08-20 14:51:19.744+00,56c82ccd658e09e829f16bb99457bcbc,10.000000000000000000,web,mxn,complete
12025,2020-08-20 17:21:19.024+00,56c82ccd658e09e829f16bb99457bcbc,70.000000000000000000,web,btc,complete
12027,2020-08-20 17:22:55.351+00,197f76fe309657064dbec74d9eea4be4,500.000000000000000000,web,mxn,failed
12030,2020-08-20 17:25:17.353+00,56c82ccd658e09e829f16bb99457bcbc,28.000000000000000000,web,btc,complete
12034,2020-08-20 17:27:22.388+00,197f76fe309657064dbec74d9eea4be4,700.000000000000000000,web,mxn,failed
12036,2020-08-20 17:28:34.778+00,197f76fe309657064dbec74d9eea4be4,8800.000000000000000000,web,mxn,complete
12043,2020-08-20 17:39:03.221+00,56c82ccd658e09e829f16bb99457bcbc,100000.000000000000000000,web,mxn,complete
12045,2020-08-20 17:41:19.316+00,ba053350fe56ed93e64b3e769062b680,1000.000000000000000000,web,mxn,complete
12085,2020-08-20 18:50:54.19+00,c8ed21db4f678f3b13b9d5ee16489088,1500.000000000000000000,web,mxn,failed
13258,2020-09-02 13:38:22.65+00,5314b9674c86e3f9d1ba25ef9bb32895,200.000000000000000000,web,mxn,complete
13259,2020-09-02 14:00:14.054+00,5314b9674c86e3f9d1ba25ef9bb32895,200.000000000000000000,web,mxn,complete
13260,2020-09-02 14:07:27.096+00,5314b9674c86e3f9d1ba25ef9bb32895,200.000000000000000000,web,mxn,complete
13269,2020-09-02 15:21:26.107+00,5314b9674c86e3f9d1ba25ef9bb32895,200.000000000000000000,web,mxn,complete
13270,2020-09-02 15:32:33.058+00,5314b9674c86e3f9d1ba25ef9bb32895,200.000000000000000000,web,mxn,complete
13271,2020-09-02 15:38:47.454+00,5314b9674c86e3f9d1ba25ef9bb32895,200.000000000000000000,web,mxn,complete
13415,2020-09-03 20:13:39.022+00,f0f6ba4b5e0000340312d33c212c3ae8,1000.000000000000000000,web,mxn,complete
13918,2020-09-09 17:53:54.243+00,07a9d3fed4c5ea6b17e80258dee231fa,102.450000000000000000,web,usd,complete
14198,2020-09-11 21:54:40.998+00,f0f6ba4b5e0000340312d33c212c3ae8,1000.000000000000000000,web,mxn,complete
14359,2020-09-18 21:49:09.49+00,5314b9674c86e3f9d1ba25ef9bb32895,200.000000000000000000,web,mxn,complete
14440,2020-09-21 19:21:34.962+00,5314b9674c86e3f9d1ba25ef9bb32895,200.000000000000000000,web,mxn,complete
14441,2020-09-21 19:25:41.565+00,5314b9674c86e3f9d1ba25ef9bb32895,200.000000000000000000,web,mxn,complete
14442,2020-09-21 19:33:37.687+00,5314b9674c86e3f9d1ba25ef9bb32895,200.000000000000000000,web,mxn,complete
14443,2020-09-21 19:40:33.796+00,5314b9674c86e3f9d1ba25ef9bb32895,320.000000000000000000,web,mxn,complete
14444,2020-09-21 19:43:10.544+00,5314b9674c86e3f9d1ba25ef9bb32895,210.000000000000000000,web,mxn,complete
14445,2020-09-21 19:54:53.284+00,5314b9674c86e3f9d1ba25ef9bb32895,210.000000000000000000,web,mxn,complete
14446,2020-09-21 20:02:29.124+00,5314b9674c86e3f9d1ba25ef9bb32895,220.000000000000000000,web,mxn,complete
14448,2020-09-21 20:17:16.616+00,5314b9674c86e3f9d1ba25ef9bb32895,250.000000000000000000,web,mxn,complete
14449,2020-09-21 20:22:55.756+00,5314b9674c86e3f9d1ba25ef9bb32895,51.000000000000000000,web,mxn,complete
14465,2020-09-21 21:23:52.155+00,5314b9674c86e3f9d1ba25ef9bb32895,257.000000000000000000,web,mxn,complete
14487,2020-09-21 21:44:33.865+00,5314b9674c86e3f9d1ba25ef9bb32895,223.000000000000000000,web,mxn,complete
14488,2020-09-21 21:45:18.978+00,5314b9674c86e3f9d1ba25ef9bb32895,300.000000000000000000,web,mxn,complete
14500,2020-09-21 21:48:54.317+00,5314b9674c86e3f9d1ba25ef9bb32895,423.000000000000000000,web,mxn,complete
14523,2020-09-22 00:55:59.337+00,5314b9674c86e3f9d1ba25ef9bb32895,135.000000000000000000,web,mxn,complete
14524,2020-09-22 00:56:30.984+00,5314b9674c86e3f9d1ba25ef9bb32895,156.000000000000000000,web,mxn,complete
14525,2020-09-22 00:58:07.822+00,5314b9674c86e3f9d1ba25ef9bb32895,200.000000000000000000,web,mxn,complete
14536,2020-09-22 01:34:56.949+00,5314b9674c86e3f9d1ba25ef9bb32895,421.000000000000000000,web,mxn,complete
14537,2020-09-22 01:35:30.673+00,5314b9674c86e3f9d1ba25ef9bb32895,233.000000000000000000,web,mxn,complete
14539,2020-09-22 01:42:27.014+00,5314b9674c86e3f9d1ba25ef9bb32895,130.000000000000000000,web,mxn,complete
14570,2020-09-22 04:04:09.948+00,5314b9674c86e3f9d1ba25ef9bb32895,301.000000000000000000,web,mxn,complete
14571,2020-09-22 04:04:59.989+00,5314b9674c86e3f9d1ba25ef9bb32895,302.000000000000000000,web,mxn,complete
14572,2020-09-22 04:05:40.844+00,5314b9674c86e3f9d1ba25ef9bb32895,303.000000000000000000,web,mxn,complete
14629,2020-09-22 22:11:09.84+00,815074618f19008da3c78b95a2f5b964,22.890000000000000000,web,usd,complete
14670,2020-09-23 17:12:17.332+00,815074618f19008da3c78b95a2f5b964,0.017408800000000000,web,eth,complete
14741,2020-09-23 20:01:21.159+00,5314b9674c86e3f9d1ba25ef9bb32895,211.000000000000000000,web,mxn,failed
14914,2020-09-24 17:46:19.791+00,5314b9674c86e3f9d1ba25ef9bb32895,220.000000000000000000,web,mxn,complete
15251,2020-09-28 19:13:51.008+00,b17446af05919be6e83500be7f5df5c4,500.000000000000000000,web,mxn,complete
15252,2020-09-28 19:16:14.369+00,b17446af05919be6e83500be7f5df5c4,1.500000000000000000,web,mxn,failed
1708,2020-02-18 00:11:49.916+00,130f1a8e9e102707f3f91b010f151b0b,1.000000000000000000,web,xrp,failed
1709,2020-02-18 00:12:50.892+00,130f1a8e9e102707f3f91b010f151b0b,100.000000000000000000,web,mxn,failed
1710,2020-02-18 01:18:48.767+00,cb2c2041d9763d84d7d655e81178f444,5.000000000000000000,web,mxn,complete
1711,2020-02-18 01:20:01.738+00,cb2c2041d9763d84d7d655e81178f444,5.000000000000000000,web,mxn,complete
1712,2020-02-18 01:23:15.673+00,cb2c2041d9763d84d7d655e81178f444,5.000000000000000000,web,mxn,complete
1713,2020-02-18 01:27:56.089+00,cb2c2041d9763d84d7d655e81178f444,5.000000000000000000,web,mxn,complete
1714,2020-02-18 02:33:03.663+00,cb2c2041d9763d84d7d655e81178f444,5.000000000000000000,web,mxn,complete
1715,2020-02-18 02:40:32.949+00,cb2c2041d9763d84d7d655e81178f444,5.000000000000000000,web,mxn,complete
1716,2020-02-18 05:37:55.096+00,cb2c2041d9763d84d7d655e81178f444,5.000000000000000000,web,mxn,complete
1717,2020-02-18 05:41:52.065+00,cb2c2041d9763d84d7d655e81178f444,5.000000000000000000,web,mxn,complete
1718,2020-02-18 05:58:54.733+00,cb2c2041d9763d84d7d655e81178f444,5.000000000000000000,web,mxn,complete
1719,2020-02-18 06:01:04.195+00,cb2c2041d9763d84d7d655e81178f444,5.000000000000000000,web,mxn,complete
1720,2020-02-18 06:02:52.823+00,cb2c2041d9763d84d7d655e81178f444,5.000000000000000000,web,mxn,complete
1721,2020-02-18 06:05:38.804+00,cb2c2041d9763d84d7d655e81178f444,5.000000000000000000,web,mxn,complete
1722,2020-02-18 06:51:04.135+00,cb2c2041d9763d84d7d655e81178f444,5.000000000000000000,web,mxn,complete
1723,2020-02-18 06:52:06.652+00,cb2c2041d9763d84d7d655e81178f444,5.000000000000000000,web,mxn,complete
1724,2020-02-19 17:50:59.194+00,8a0e1141fd37fa5b98d5bb769ba1a7cc,0.001000000000000000,web,btc,complete
1725,2020-02-19 17:54:33.601+00,8a0e1141fd37fa5b98d5bb769ba1a7cc,0.300000000000000000,web,eth,complete
1726,2020-02-19 17:55:22.07+00,8a0e1141fd37fa5b98d5bb769ba1a7cc,1.000000000000000000,web,xrp,complete
1727,2020-02-19 17:55:57.958+00,8a0e1141fd37fa5b98d5bb769ba1a7cc,0.010000000000000000,web,ltc,complete
1728,2020-02-19 17:56:26.476+00,8a0e1141fd37fa5b98d5bb769ba1a7cc,0.010000000000000000,web,bch,complete
1729,2020-02-19 17:56:58.972+00,8a0e1141fd37fa5b98d5bb769ba1a7cc,0.010000000000000000,web,bch,complete
1730,2020-02-19 17:57:28.96+00,8a0e1141fd37fa5b98d5bb769ba1a7cc,1.250000000000000000,web,tusd,complete
1732,2020-02-21 18:05:34.427+00,130f1a8e9e102707f3f91b010f151b0b,100.000000000000000000,web,mxn,failed
1733,2020-02-23 22:29:39.23+00,c65d7bd70fe3e5e3a2f3de681edc193d,0.001996000000000000,app,btc,complete
1734,2020-02-23 22:46:12.836+00,c65d7bd70fe3e5e3a2f3de681edc193d,0.001000000000000000,app,btc,complete
1739,2020-02-24 18:58:46.423+00,130f1a8e9e102707f3f91b010f151b0b,100.000000000000000000,web,mxn,complete
1741,2020-02-24 23:32:13.824+00,cb2c2041d9763d84d7d655e81178f444,5.000000000000000000,web,mxn,complete
1742,2020-02-25 02:33:29.913+00,2b45c629e577731c4df84fc34f936a89,5.000000000000000000,web,mxn,complete
1743,2020-02-25 02:34:01.871+00,2b45c629e577731c4df84fc34f936a89,5.000000000000000000,web,mxn,complete
1744,2020-02-25 02:37:44.064+00,2b45c629e577731c4df84fc34f936a89,5.000000000000000000,web,mxn,complete
1745,2020-02-25 02:38:49.225+00,2b45c629e577731c4df84fc34f936a89,5.000000000000000000,web,mxn,complete
1746,2020-02-25 02:40:32.822+00,2b45c629e577731c4df84fc34f936a89,5.000000000000000000,web,mxn,complete
1747,2020-02-25 02:44:16.695+00,2b45c629e577731c4df84fc34f936a89,5.000000000000000000,web,mxn,complete
1748,2020-02-25 02:46:01.507+00,2b45c629e577731c4df84fc34f936a89,5.000000000000000000,web,mxn,complete
1749,2020-02-25 02:53:00.62+00,2b45c629e577731c4df84fc34f936a89,5.000000000000000000,web,mxn,complete
1750,2020-02-25 02:57:39.301+00,2b45c629e577731c4df84fc34f936a89,5.000000000000000000,web,mxn,complete
1751,2020-02-25 02:58:50.287+00,2b45c629e577731c4df84fc34f936a89,5.000000000000000000,web,mxn,complete
1752,2020-02-25 03:08:29.771+00,2b45c629e577731c4df84fc34f936a89,5.000000000000000000,web,mxn,complete
1753,2020-02-25 03:16:31.845+00,2b45c629e577731c4df84fc34f936a89,5.000000000000000000,web,mxn,complete
1754,2020-02-25 03:33:18.425+00,2b45c629e577731c4df84fc34f936a89,5.000000000000000000,web,mxn,complete
1755,2020-02-25 04:52:31.404+00,2b45c629e577731c4df84fc34f936a89,5.000000000000000000,web,mxn,complete
1756,2020-02-25 17:30:01.127+00,2b45c629e577731c4df84fc34f936a89,5.000000000000000000,web,mxn,complete
1757,2020-02-25 18:10:00.211+00,2b45c629e577731c4df84fc34f936a89,5.000000000000000000,web,mxn,complete
1758,2020-02-25 21:40:19.01+00,130f1a8e9e102707f3f91b010f151b0b,100.000000000000000000,web,mxn,complete
1760,2020-02-26 04:52:37.032+00,2b45c629e577731c4df84fc34f936a89,5.000000000000000000,web,mxn,complete
1761,2020-02-26 22:57:49.177+00,130f1a8e9e102707f3f91b010f151b0b,100.000000000000000000,web,mxn,complete
1767,2020-03-03 17:25:42.11+00,130f1a8e9e102707f3f91b010f151b0b,100.000000000000000000,web,mxn,failed
